建檔日期	客戶名稱	業務	產業別	產品	數量	單價	合計
2013/2/4	XX商銀	玉文	金融業	鬱金香	82	235	19270
2013/11/4	XX銀行	梓翔	金融業	百合花	55	90	4950
2013/8/11	萬X銀行	怡文	金融業	玫瑰花	63	180	11340
2013/6/5	土銀	宏澤	金融業	鬱金香	53	235	12455
2013/2/24	中X銀	惠民	金融業	鬱金香	10	235	2350
2013/4/17	誠X銀	惠民	金融業	百合花	85	90	7650
2013/8/10	X銀行	怡文	金融業	百合花	53	90	4770
2013/7/7	X工銀	梓翔	金融業	百合花	78	90	7020
2013/12/25	合X	瑤瑤	金融業	玫瑰花	14	180	2520
2013/8/16	X銀	怡文	金融業	百合花	53	90	4770
2013/4/21	X銀行	玉文	金融業	鬱金香	29	235	6815
2013/3/13	X海銀行	梓翔	金融業	鬱金香	77	235	18095
2013/12/8	大X證	瑤瑤	金融業	百合花	30	90	2700
2013/9/21	X東證	玉文	金融業	玫瑰花	8	180	1440
2013/3/26	元x證	怡文	金融業	玫瑰花	48	180	8640
2013/2/18	中X銀證	宏澤	金融業	鬱金香	36	235	8460
2013/5/6	金XX銀證	玉文	金融業	百合花	45	90	4050
2013/11/20	XX投X	玉文	金融業	玫瑰花	83	180	14940
2013/1/11	X票券	宏澤	金融業	鬱金香	79	235	18565
2013/3/5	X島銀行	梓翔	金融業	鬱金香	33	235	7755
2013/6/12	X山銀行	怡文	金融業	百合花	68	90	6120
2013/9/10	X管中心	玉文	金融業	百合花	75	90	6750
2013/12/22	金X證券	怡文	金融業	百合花	19	90	1710
2013/12/7	XX期	怡文	金融業	玫瑰花	62	180	11160
2013/11/11	XX民黨	惠民	政府機關	百合花	57	90	5130
2013/5/1	X籌備處	梓翔	政府機關	鬱金香	9	235	2115
2013/3/22	XX子中心	惠民	政府機關	鬱金香	86	235	20210
2013/4/24	X銀	惠民	金融業	百合花	24	90	2160
2013/5/8	XX壽	惠民	金融業	玫瑰花	49	180	8820
2013/9/21	XX視公司	瑤瑤	政府機關	玫瑰花	97	180	17460
2013/2/8	X豐銀行	玉文	金融業	鬱金香	98	235	23030
2013/3/13	XXX研究所	惠民	政府機關	百合花	46	90	4140
2013/9/8	xX證券	瑤瑤	金融業	玫瑰花	2	180	360
2013/1/13	X島銀行	惠民	金融業	鬱金香	96	235	22560
2013/11/21	X迅X技	梓翔	資訊業	鬱金香	96	235	22560
2013/5/9	XXX腦	惠民	資訊業	百合花	76	90	6840
2013/6/24	X物流	玉文	服務業	百合花	24	90	2160
2013/1/12	凌群X腦	瑤瑤	資訊業	玫瑰花	70	180	12600
2013/11/13	APOL	惠民	服務業	百合花	95	90	8550
2013/1/3	XXX腦	瑤瑤	資訊業	鬱金香	72	235	16920
2013/9/3	優易X技	惠民	資訊業	鬱金香	1	235	235
2013/12/14	XXX公司	梓翔	政府機關	百合花	52	90	4680
2013/7/4	X鋒-資訊安全顧問公司ISS	瑤瑤	服務業	玫瑰花	91	180	16380
2013/8/19	竹凡	怡文	資訊業	鬱金香	72	235	16920
2013/9/24	X鋒	瑤瑤	資訊業	玫瑰花	87	180	15660
2013/4/21	X廣	惠民	政府機關	仙人掌	81	60	4860
2013/5/21	安X	宏澤	資訊業	百合花	45	90	4050
2013/5/24	X眾	梓翔	資訊業	百合花	58	90	5220
2013/3/24	X里醫院	宏澤	政府機關	玫瑰花	53	180	9540
2013/6/15	水X醫院	玉文	政府機關	百合花	45	90	4050
2013/3/21	X銀行	惠民	資訊業	鬱金香	11	235	2585
2013/7/14	X時X銀行	宏澤	資訊業	鬱金香	58	235	13630
2013/1/26	X導資訊	玉文	製造業	百合花	56	90	5040
2013/12/5	X鵬工業	瑤瑤	製造業	玫瑰花	93	180	16740
2013/9/28	X委會	怡文	政府機關	鬱金香	39	235	9165
2013/2/21	X會	怡文	政府機關	玫瑰花	25	180	4500
2013/1/24	X事局	怡文	政府機關	鬱金香	79	235	18565
2013/12/27	X法院	玉文	政府機關	鬱金香	5	235	1175
2013/5/29	萌欣X	宏澤	資訊業	百合花	94	90	8460
2013/3/21	X局	宏澤	政府機關	百合花	35	90	3150
2013/1/4	艾XX	玉文	資訊業	百合花	24	90	2160
2013/9/14	X藥廠	惠民	製造業	玫瑰花	92	180	16560
2013/1/2	英X生	瑤瑤	製造業	百合花	13	90	1170
2013/10/31	X島銀行	惠民	金融業	鬱金香	30	235	7050
2013/5/1	三X企業	怡文	製造業	鬱金香	23	235	5405
2013/11/23	X加X傳X腦	惠民	資訊業	百合花	56	90	5040
2013/3/2	XX廣告	瑤瑤	服務業	玫瑰花	54	180	9720
2013/1/30	台X消X局	梓翔	政府機關	玫瑰花	99	180	17820
2013/11/26	X心理系	瑤瑤	學校	鬱金香	91	235	21385
2013/11/6	XX企業	惠民	製造業	百合花	21	90	1890
2013/12/11	X技術	玉文	學校	玫瑰花	7	180	1260
2013/7/23	英XX	瑤瑤	資訊業	鬱金香	100	235	23500
2013/2/6	X分生所	瑤瑤	政府機關	鬱金香	3	235	705
2013/5/26	XX台	怡文	政府機關	百合花	47	90	4230
2013/1/31	X大學	玉文	學校	百合花	47	90	4230
2013/3/17	XX大學	宏澤	學校	百合花	75	90	6750
2013/6/8	XXX北區網管處	惠民	政府機關	玫瑰花	42	180	7560
2013/8/28	群策X子	惠民	製造業	百合花	83	90	7470
2013/10/28	XX銀行	宏澤	金融業	鬱金香	89	235	20915
2013/7/16	X訊X子資訊學校	梓翔	學校	鬱金香	35	235	8225
2013/10/17	XXX研究所	怡文	政府機關	百合花	91	90	8190
2013/2/1	X技術	宏澤	學校	玫瑰花	74	180	13320
2013/2/27	X縣政府	玉文	政府機關	玫瑰花	44	180	7920
2013/1/7	中X院	玉文	政府機關	鬱金香	99	235	23265
2013/11/12	中X院	瑤瑤	政府機關	百合花	75	90	6750
2013/5/29	台X材	梓翔	製造業	玫瑰花	98	180	17640
2013/4/5	台X	怡文	製造業	鬱金香	30	235	7050
2013/9/14	南XX路	梓翔	製造業	鬱金香	12	235	2820
2013/3/27	台X政府X局	瑤瑤	政府機關	百合花	75	90	6750
2013/1/4	中XX子	怡文	製造業	百合花	59	90	5310
2013/2/14	仁XX腦	惠民	資訊業	百合花	58	90	5220
2013/10/13	X多媒體	玉文	服務業	玫瑰花	59	180	10620
2013/1/17	XXX腦	梓翔	資訊業	百合花	77	90	6930
2013/9/6	XXX研究所	怡文	政府機關	鬱金香	32	235	7520
2013/4/1	X銀行	梓翔	金融業	鬱金香	87	235	20445
2013/11/10	廣XX腦	怡文	金融業	百合花	66	90	5940
2013/6/11	XX管理	惠民	學校	鬱金香	7	235	1645
2013/10/25	元X大學資訊	惠民	學校	鬱金香	54	235	12690
2013/1/10	松x資訊X	宏澤	學校	百合花	76	90	6840
2013/12/24	萬X銀行	梓翔	金融業	百合花	79	90	7110
2013/3/2	大XX子	玉文	金融業	百合花	7	90	630
2013/7/3	X總醫院	怡文	政府機關	玫瑰花	69	180	12420
2013/2/7	XX專X學校	梓翔	學校	百合花	17	90	1530
2013/2/25	x大學	瑤瑤	學校	鬱金香	95	235	22325
2013/10/17	x林資訊	瑤瑤	金融業	鬱金香	88	235	20680
2013/7/15	xX證券	怡文	金融業	百合花	10	90	900
2013/2/11	賽X基因	瑤瑤	金融業	百合花	14	90	1260
2013/4/5	X書院	惠民	學校	百合花	64	90	5760
2013/1/3	X戰部	玉文	政府機關	玫瑰花	31	180	5580
2013/5/18	X東航空	宏澤	服務業	百合花	1	90	90
2013/8/23	XX部	梓翔	政府機關	鬱金香	69	235	16215
2013/1/20	幸XX壽	怡文	金融業	鬱金香	7	235	1645
2013/7/5	XX紀資X	玉文	資訊業	玫瑰花	98	180	17640
2013/3/23	XX用卡中心	怡文	金融業	鬱金香	54	235	12690
2013/10/10	美商安X樂	宏澤	服務業	百合花	48	90	4320
2013/3/26	台X局	梓翔	政府機關	玫瑰花	92	180	16560
2013/9/2	XX系統	瑤瑤	製造業	鬱金香	10	235	2350
2013/3/4	凱X共關係	宏澤	服務業	鬱金香	22	235	5170
2013/6/29	XXXX	梓翔	資訊業	百合花	97	90	8730
2013/1/21	歐X	玉文	服務業	百合花	42	90	3780
2013/6/30	X會	瑤瑤	政府機關	百合花	89	90	8010
2013/8/21	東XX技	怡文	資訊業	鬱金香	83	235	19505
2013/8/18	X原X技	梓翔	資訊業	鬱金香	8	235	1880
2013/1/28	X大學	瑤瑤	學校	百合花	5	90	450
2013/1/22	X東工專	玉文	學校	百合花	26	90	2340
2013/11/24	X技術	梓翔	學校	百合花	61	90	5490
2013/4/12	XXX商業銀行	怡文	金融業	玫瑰花	66	180	11880
2013/9/5	海X	瑤瑤	政府機關	百合花	56	90	5040
2013/2/14	X水X	梓翔	政府機關	鬱金香	68	235	15980
2013/1/5	XXX小	瑤瑤	學校	鬱金香	99	235	23265
2013/11/3	X關稅局	瑤瑤	政府機關	百合花	86	90	7740
2013/9/7	XX銀行	怡文	金融業	玫瑰花	49	180	8820
2013/11/15	XX銀行	梓翔	金融業	玫瑰花	92	180	16560
2013/1/15	XXX壽	怡文	金融業	鬱金香	57	235	13395
2013/8/18	XX部	惠民	資訊業	百合花	83	90	7470
2013/12/20	金X證券	宏澤	金融業	玫瑰花	26	180	4680
2013/7/19	金X證券	宏澤	金融業	鬱金香	16	235	3760
2013/11/20	X山企業	玉文	資訊業	康乃馨	15	50	750
2013/4/21	XX資安	瑤瑤	資訊業	杜鵑花	46	40	1840
2013/1/10	XX資訊	玉文	資訊業	百合花	89	90	8010
2013/11/9	X聯X	怡文	資訊業	百合花	78	90	7020
2013/3/28	X博物院	玉文	政府機關	玫瑰花	75	180	13500
2013/4/29	XXX技	宏澤	金融業	百合花	92	90	8280
2013/5/15	XX部	怡文	政府機關	鬱金香	28	235	6580
2013/8/23	X記洋行	宏澤	服務業	杜鵑花	56	40	2240
2013/2/15	XX麗X	玉文	製造業	杜鵑花	8	40	320
2013/3/26	X泛X	梓翔	服務業	玫瑰花	39	180	7020
2013/3/7	X客多	宏澤	服務業	玫瑰花	1	180	180
2013/2/4	和X超媒體	宏澤	服務業	鬱金香	28	235	6580
2013/2/18	X翔倉儲	玉文	服務業	百合花	54	90	4860
2013/5/2	X來水處	玉文	政府機關	玫瑰花	95	180	17100
2013/8/27	網XX技	梓翔	資訊業	鬱金香	25	235	5875
2013/8/27	XX資安	梓翔	資訊業	康乃馨	98	50	4900
2013/12/23	X陽工業	梓翔	服務業	杜鵑花	34	40	1360
2013/7/11	X市X生局	梓翔	政府機關	百合花	16	90	1440
2013/9/26	茂X	瑤瑤	製造業	百合花	17	90	1530
2013/8/2	中X探採	怡文	製造業	玫瑰花	3	180	540
2013/3/16	X特汽車	瑤瑤	製造業	百合花	21	90	1890
2013/1/6	X財產局	瑤瑤	政府機關	鬱金香	36	235	8460
2013/8/22	X半導體	宏澤	製造業	杜鵑花	43	40	1720
2013/2/21	合X	惠民	製造業	杜鵑花	80	40	3200
2013/6/7	聯XX)	宏澤	製造業	玫瑰花	2	180	360
2013/5/14	X山企業	宏澤	製造業	玫瑰花	98	180	17640
2013/11/26	太X欣榮	玉文	製造業	鬱金香	67	235	15745
2013/6/26	南X樹脂	惠民	製造業	百合花	75	90	6750
2013/1/24	XX	惠民	製造業	玫瑰花	47	180	8460
2013/10/4	X麗X技	惠民	製造業	鬱金香	48	235	11280
2013/5/10	X豐	玉文	製造業	杜鵑花	90	40	3600
2013/2/26	大X酒店	梓翔	服務業	杜鵑花	14	40	560
2013/10/18	宏X集團	瑤瑤	製造業	百合花	42	90	3780
2013/1/11	X市政府	宏澤	政府機關	百合花	36	90	3240
2013/9/26	X銀行	玉文	金融業	玫瑰花	58	180	10440
2013/7/2	友X投X	宏澤	金融業	百合花	86	90	7740
2013/12/28	XXX	宏澤	製造業	鬱金香	90	235	21150
2013/1/8	捷X商訊	怡文	資訊業	康乃馨	42	50	2100
2013/6/7	大州X服務	梓翔	資訊業	杜鵑花	100	40	4000
2013/4/30	網XX技	玉文	資訊業	玫瑰花	2	180	360
2013/4/18	XX	怡文	資訊業	玫瑰花	12	180	2160
2013/9/19	X視X技	瑤瑤	資訊業	鬱金香	88	235	20680
2013/12/4	X石X化學	宏澤	製造業	百合花	11	90	990
2013/7/22	環X產物	怡文	製造業	玫瑰花	35	180	6300
2013/11/24	環X產物	玉文	金融業	鬱金香	50	235	11750
2013/8/19	XX壽	惠民	金融業	康乃馨	88	50	4400
2013/8/16	X紡	惠民	資訊業	百合花	71	90	6390
2013/2/7	仁X集團	玉文	製造業	百合花	20	90	1800
2013/2/13	X商銀	宏澤	金融業	鬱金香	74	235	17390
2013/1/5	台北銀行	惠民	金融業	康乃馨	10	50	500
2013/10/25	X銀行	梓翔	金融業	杜鵑花	21	40	840
2013/5/25	台X銀行	玉文	金融業	玫瑰花	45	180	8100
2013/12/2	X銀行	瑤瑤	金融業	玫瑰花	65	180	11700
2013/12/13	XX商銀	玉文	金融業	鬱金香	73	235	17155
2013/2/6	XX銀行	梓翔	金融業	百合花	1	90	90
2013/11/4	萬X銀行	怡文	金融業	玫瑰花	89	180	16020
2013/6/16	土銀	宏澤	金融業	鬱金香	78	235	18330
2013/2/2	中X銀	惠民	金融業	鬱金香	38	235	8930
2013/1/20	誠X銀	惠民	金融業	百合花	17	90	1530
2013/12/28	X銀行	怡文	金融業	百合花	99	90	8910
2013/7/2	X工銀	梓翔	金融業	百合花	87	90	7830
2013/6/18	合X	瑤瑤	金融業	玫瑰花	26	180	4680
2013/4/8	X銀	怡文	金融業	百合花	29	90	2610
2013/1/16	X銀行	玉文	金融業	鬱金香	37	235	8695
2013/8/2	X海銀行	梓翔	金融業	鬱金香	74	235	17390
2013/2/4	大X證	瑤瑤	金融業	百合花	75	90	6750
2013/10/29	X東證	玉文	金融業	玫瑰花	12	180	2160
2013/9/13	元x證	怡文	金融業	玫瑰花	52	180	9360
2013/10/30	中X銀證	宏澤	金融業	鬱金香	90	235	21150
2013/10/17	金XX銀證	玉文	金融業	百合花	97	90	8730
2013/4/18	XX投X	玉文	金融業	玫瑰花	53	180	9540
2013/12/22	X票券	宏澤	金融業	鬱金香	39	235	9165
2013/4/28	X島銀行	梓翔	金融業	鬱金香	86	235	20210
2013/6/14	X山銀行	怡文	金融業	百合花	13	90	1170
2013/10/3	X管中心	玉文	金融業	百合花	64	90	5760
2013/5/29	金X證券	怡文	金融業	百合花	82	90	7380
2013/5/12	XX期	怡文	金融業	玫瑰花	52	180	9360
2013/7/22	XX民黨	惠民	政府機關	百合花	82	90	7380
2013/12/21	X籌備處	梓翔	政府機關	鬱金香	56	235	13160
2013/6/10	XX子中心	惠民	政府機關	鬱金香	89	235	20915
2013/10/10	X銀	惠民	金融業	百合花	67	90	6030
2013/4/8	XX壽	惠民	金融業	玫瑰花	18	180	3240
2013/7/15	XX視公司	瑤瑤	政府機關	玫瑰花	69	180	12420
2013/6/18	X豐銀行	玉文	金融業	鬱金香	82	235	19270
2013/3/20	XXX研究所	惠民	政府機關	百合花	91	90	8190
2013/8/15	xX證券	瑤瑤	金融業	玫瑰花	5	180	900
2013/3/28	X島銀行	惠民	金融業	鬱金香	10	235	2350
2013/10/5	X迅X技	梓翔	資訊業	鬱金香	93	235	21855
2013/11/26	XXX腦	惠民	資訊業	百合花	1	90	90
2013/9/29	X物流	玉文	服務業	百合花	13	90	1170
2013/8/16	凌群X腦	瑤瑤	資訊業	玫瑰花	100	180	18000
2013/8/22	APOL	惠民	服務業	百合花	74	90	6660
2013/11/13	XXX腦	瑤瑤	資訊業	鬱金香	76	235	17860
2013/11/20	優易X技	惠民	資訊業	鬱金香	62	235	14570
2013/5/31	XXX公司	梓翔	政府機關	百合花	44	90	3960
2013/10/25	X鋒-資訊安全顧問公司ISS	瑤瑤	服務業	玫瑰花	20	180	3600
2013/3/11	竹凡	怡文	資訊業	鬱金香	79	235	18565
2013/9/27	X鋒	瑤瑤	資訊業	玫瑰花	76	180	13680
2013/8/25	X廣	惠民	政府機關	仙人掌	35	60	2100
2013/11/16	安X	宏澤	資訊業	百合花	29	90	2610
2013/11/24	X眾	梓翔	資訊業	百合花	11	90	990
2013/8/1	X里醫院	宏澤	政府機關	玫瑰花	4	180	720
2013/12/27	水X醫院	玉文	政府機關	百合花	86	90	7740
2013/1/30	X銀行	惠民	資訊業	鬱金香	28	235	6580
2013/3/14	X時X銀行	宏澤	資訊業	鬱金香	53	235	12455
2013/12/20	X導資訊	玉文	製造業	百合花	67	90	6030
2013/6/28	X鵬工業	瑤瑤	製造業	玫瑰花	67	180	12060
2013/12/31	X委會	怡文	政府機關	鬱金香	7	235	1645
2013/2/12	X會	怡文	政府機關	玫瑰花	93	180	16740
2013/5/6	X事局	怡文	政府機關	鬱金香	23	235	5405
2013/3/22	X法院	玉文	政府機關	鬱金香	18	235	4230
2013/4/23	萌欣X	宏澤	資訊業	百合花	34	90	3060
2013/7/17	X局	宏澤	政府機關	百合花	43	90	3870
2013/10/16	艾XX	玉文	資訊業	百合花	41	90	3690
2013/8/31	X藥廠	惠民	製造業	玫瑰花	100	180	18000
2013/8/17	英X生	瑤瑤	製造業	百合花	26	90	2340
2013/8/18	X島銀行	惠民	金融業	鬱金香	15	235	3525
2013/5/21	三X企業	怡文	製造業	鬱金香	95	235	22325
2013/8/30	X加X傳X腦	惠民	資訊業	百合花	72	90	6480
2013/2/2	XX廣告	瑤瑤	服務業	玫瑰花	57	180	10260
2013/5/22	台X消X局	梓翔	政府機關	玫瑰花	61	180	10980
2013/4/28	X心理系	瑤瑤	學校	鬱金香	54	235	12690
2013/1/18	XX企業	惠民	製造業	百合花	80	90	7200
2013/6/18	X技術	玉文	學校	玫瑰花	16	180	2880
2013/12/12	英XX	瑤瑤	資訊業	鬱金香	49	235	11515
2013/7/25	X分生所	瑤瑤	政府機關	鬱金香	44	235	10340
2013/2/7	XX台	怡文	政府機關	百合花	95	90	8550
2013/7/18	X大學	玉文	學校	百合花	84	90	7560
2013/6/19	XX大學	宏澤	學校	百合花	52	90	4680
2013/9/6	XXX北區網管處	惠民	政府機關	玫瑰花	61	180	10980
2013/12/31	群策X子	惠民	製造業	百合花	83	90	7470
2013/11/4	XX銀行	宏澤	金融業	鬱金香	77	235	18095
2013/7/5	X訊X子資訊學校	梓翔	學校	鬱金香	70	235	16450
2013/2/14	XXX研究所	怡文	政府機關	百合花	49	90	4410
2013/3/1	X技術	宏澤	學校	玫瑰花	61	180	10980
2013/6/16	X縣政府	玉文	政府機關	玫瑰花	24	180	4320
2013/11/20	中X院	玉文	政府機關	鬱金香	25	235	5875
2013/12/7	中X院	瑤瑤	政府機關	百合花	99	90	8910
2013/6/19	台X材	梓翔	製造業	玫瑰花	8	180	1440
2013/2/26	台X	怡文	製造業	鬱金香	46	235	10810
2013/12/7	南XX路	梓翔	製造業	鬱金香	73	235	17155
2013/1/11	台X政府X局	瑤瑤	政府機關	百合花	59	90	5310
2013/1/1	中XX子	怡文	製造業	百合花	100	90	9000
2013/10/21	仁XX腦	惠民	資訊業	百合花	51	90	4590
2013/8/10	X多媒體	玉文	服務業	玫瑰花	7	180	1260
2013/9/7	XXX腦	梓翔	資訊業	百合花	68	90	6120
2013/3/22	XXX研究所	怡文	政府機關	鬱金香	91	235	21385
2013/8/19	X銀行	梓翔	金融業	鬱金香	73	235	17155
2013/2/14	廣XX腦	怡文	金融業	百合花	87	90	7830
2013/4/20	XX管理	惠民	學校	鬱金香	82	235	19270
2013/1/3	元X大學資訊	惠民	學校	鬱金香	87	235	20445
2013/11/21	松x資訊X	宏澤	學校	百合花	67	90	6030
2013/6/13	萬X銀行	梓翔	金融業	百合花	96	90	8640
2013/2/7	大XX子	玉文	金融業	百合花	87	90	7830
2013/12/4	X總醫院	怡文	政府機關	玫瑰花	81	180	14580
2013/3/19	XX專X學校	梓翔	學校	百合花	51	90	4590
2013/1/28	x大學	瑤瑤	學校	鬱金香	77	235	18095
2013/2/21	x林資訊	瑤瑤	金融業	鬱金香	71	235	16685
2013/3/30	xX證券	怡文	金融業	百合花	89	90	8010
2013/12/2	賽X基因	瑤瑤	金融業	百合花	84	90	7560
2013/6/22	X書院	惠民	學校	百合花	67	90	6030
2013/2/24	X戰部	玉文	政府機關	玫瑰花	100	180	18000
2013/6/7	X東航空	宏澤	服務業	百合花	73	90	6570
2013/2/20	XX部	梓翔	政府機關	鬱金香	33	235	7755
2013/4/3	幸XX壽	怡文	金融業	鬱金香	76	235	17860
2013/6/9	XX紀資X	玉文	資訊業	玫瑰花	91	180	16380
2013/12/30	XX用卡中心	怡文	金融業	鬱金香	5	235	1175
2013/11/3	美商安X樂	宏澤	服務業	百合花	20	90	1800
2013/12/13	台X局	梓翔	政府機關	玫瑰花	68	180	12240
2013/1/5	XX系統	瑤瑤	製造業	鬱金香	38	235	8930
2013/1/11	凱X共關係	宏澤	服務業	鬱金香	87	235	20445
2013/9/11	XXXX	梓翔	資訊業	百合花	68	90	6120
2013/11/15	歐X	玉文	服務業	百合花	7	90	630
2013/4/25	X會	瑤瑤	政府機關	百合花	82	90	7380
2013/11/10	東XX技	怡文	資訊業	鬱金香	19	235	4465
2013/6/25	X原X技	梓翔	資訊業	鬱金香	13	235	3055
2013/2/11	X大學	瑤瑤	學校	百合花	81	90	7290
2013/9/16	X東工專	玉文	學校	百合花	77	90	6930
2013/5/27	X技術	梓翔	學校	百合花	42	90	3780
2013/6/14	XXX商業銀行	怡文	金融業	玫瑰花	94	180	16920
2013/9/29	海X	瑤瑤	政府機關	百合花	26	90	2340
2013/3/4	X水X	梓翔	政府機關	鬱金香	85	235	19975
2013/8/1	XXX小	瑤瑤	學校	鬱金香	58	235	13630
2013/7/21	X關稅局	瑤瑤	政府機關	百合花	88	90	7920
2013/4/20	XX銀行	怡文	金融業	玫瑰花	57	180	10260
2013/5/14	XX銀行	梓翔	金融業	玫瑰花	66	180	11880
2013/3/24	XXX壽	怡文	金融業	鬱金香	26	235	6110
2013/9/5	XX部	惠民	資訊業	百合花	16	90	1440
2013/4/21	金X證券	宏澤	金融業	玫瑰花	70	180	12600
2013/11/23	金X證券	宏澤	金融業	鬱金香	62	235	14570
2013/1/7	X山企業	玉文	資訊業	康乃馨	45	50	2250
2013/7/27	XX資安	瑤瑤	資訊業	杜鵑花	4	40	160
2013/12/8	XX資訊	玉文	資訊業	百合花	67	90	6030
2013/7/5	X聯X	怡文	資訊業	百合花	47	90	4230
2013/8/13	X博物院	玉文	政府機關	玫瑰花	84	180	15120
2013/3/27	XXX技	宏澤	金融業	百合花	1	90	90
2013/6/29	XX部	怡文	政府機關	鬱金香	71	235	16685
2013/1/24	X記洋行	宏澤	服務業	杜鵑花	41	40	1640
2013/6/8	XX麗X	玉文	製造業	杜鵑花	43	40	1720
2013/2/12	X泛X	梓翔	服務業	玫瑰花	4	180	720
2013/3/17	X客多	宏澤	服務業	玫瑰花	6	180	1080
2013/6/14	和X超媒體	宏澤	服務業	鬱金香	22	235	5170
2013/11/1	X翔倉儲	玉文	服務業	百合花	70	90	6300
2013/7/10	X來水處	玉文	政府機關	玫瑰花	21	180	3780
2013/7/6	網XX技	梓翔	資訊業	鬱金香	49	235	11515
2013/6/8	XX資安	梓翔	資訊業	康乃馨	82	50	4100
2013/6/9	X陽工業	梓翔	服務業	杜鵑花	21	40	840
2013/2/13	X市X生局	梓翔	政府機關	百合花	90	90	8100
2013/12/2	茂X	瑤瑤	製造業	百合花	68	90	6120
2013/10/9	中X探採	怡文	製造業	玫瑰花	53	180	9540
2013/10/9	X特汽車	瑤瑤	製造業	百合花	19	90	1710
2013/3/11	X財產局	瑤瑤	政府機關	鬱金香	4	235	940
2013/7/21	X半導體	宏澤	製造業	杜鵑花	88	40	3520
2013/4/7	合X	惠民	製造業	杜鵑花	29	40	1160
2013/2/6	聯XX)	宏澤	製造業	玫瑰花	24	180	4320
2013/3/4	X山企業	宏澤	製造業	玫瑰花	80	180	14400
2013/10/18	太X欣榮	玉文	製造業	鬱金香	56	235	13160
2013/2/7	南X樹脂	惠民	製造業	百合花	67	90	6030
2013/1/24	XX	惠民	製造業	玫瑰花	55	180	9900
2013/11/26	X麗X技	惠民	製造業	鬱金香	39	235	9165
2013/12/8	X豐	玉文	製造業	杜鵑花	61	40	2440
2013/8/22	大X酒店	梓翔	服務業	杜鵑花	37	40	1480
2013/12/12	宏X集團	瑤瑤	製造業	百合花	73	90	6570
2013/5/4	X市政府	宏澤	政府機關	百合花	22	90	1980
2013/10/20	X銀行	玉文	金融業	玫瑰花	11	180	1980
2013/9/29	友X投X	宏澤	金融業	百合花	45	90	4050
2013/1/17	XXX	宏澤	製造業	鬱金香	11	235	2585
2013/2/1	捷X商訊	怡文	資訊業	康乃馨	38	50	1900
2013/12/13	大州X服務	梓翔	資訊業	杜鵑花	41	40	1640
2013/2/22	網XX技	玉文	資訊業	玫瑰花	60	180	10800
2013/4/25	XX	怡文	資訊業	玫瑰花	93	180	16740
2013/2/23	X視X技	瑤瑤	資訊業	鬱金香	75	235	17625
2013/9/20	X石X化學	宏澤	製造業	百合花	88	90	7920
2013/3/30	環X產物	怡文	製造業	玫瑰花	34	180	6120
2013/3/30	環X產物	玉文	金融業	鬱金香	58	235	13630
2013/2/12	XX壽	惠民	金融業	康乃馨	100	50	5000
2013/6/21	X紡	惠民	資訊業	百合花	28	90	2520
2013/1/5	仁X集團	玉文	製造業	百合花	60	90	5400
2013/3/8	X商銀	宏澤	金融業	鬱金香	8	235	1880
2013/8/12	台北銀行	惠民	金融業	康乃馨	54	50	2700
2013/7/21	X銀行	梓翔	金融業	杜鵑花	10	40	400
2013/8/28	台X銀行	玉文	金融業	玫瑰花	62	180	11160
2013/9/8	X銀行	瑤瑤	金融業	玫瑰花	82	180	14760
2013/7/24	XX商銀	玉文	金融業	鬱金香	63	235	14805
2013/1/25	XX銀行	梓翔	金融業	百合花	34	90	3060
2013/6/8	萬X銀行	怡文	金融業	玫瑰花	15	180	2700
2013/2/2	土銀	宏澤	金融業	鬱金香	60	235	14100
2013/12/4	中X銀	惠民	金融業	鬱金香	22	235	5170
2013/11/4	誠X銀	惠民	金融業	百合花	39	90	3510
2013/9/29	X銀行	怡文	金融業	百合花	11	90	990
2013/1/6	X工銀	梓翔	金融業	百合花	18	90	1620
2013/3/24	合X	瑤瑤	金融業	玫瑰花	53	180	9540
2013/8/14	X銀	怡文	金融業	百合花	20	90	1800
2013/11/7	X銀行	玉文	金融業	鬱金香	37	235	8695
2013/1/29	X海銀行	梓翔	金融業	鬱金香	70	235	16450
2013/11/23	大X證	瑤瑤	金融業	百合花	64	90	5760
2013/9/29	X東證	玉文	金融業	玫瑰花	93	180	16740
2013/9/6	元x證	怡文	金融業	玫瑰花	96	180	17280
2013/10/29	中X銀證	宏澤	金融業	鬱金香	14	235	3290
2013/11/23	金XX銀證	玉文	金融業	百合花	99	90	8910
2013/9/18	XX投X	玉文	金融業	玫瑰花	75	180	13500
2013/6/25	X票券	宏澤	金融業	鬱金香	65	235	15275
2013/5/25	X島銀行	梓翔	金融業	鬱金香	57	235	13395
2013/8/25	X山銀行	怡文	金融業	百合花	73	90	6570
2013/8/5	X管中心	玉文	金融業	百合花	98	90	8820
2013/3/29	金X證券	怡文	金融業	百合花	77	90	6930
2013/1/28	XX期	怡文	金融業	玫瑰花	96	180	17280
2013/5/17	XX民黨	惠民	政府機關	百合花	29	90	2610
2013/5/10	X籌備處	梓翔	政府機關	鬱金香	4	235	940
2013/10/9	XX子中心	惠民	政府機關	鬱金香	58	235	13630
2013/2/10	X銀	惠民	金融業	百合花	66	90	5940
2013/2/24	XX壽	惠民	金融業	玫瑰花	63	180	11340
2013/2/12	XX視公司	瑤瑤	政府機關	玫瑰花	97	180	17460
2013/1/2	X豐銀行	玉文	金融業	鬱金香	37	235	8695
